agent_id,task_amount_done,distance_moved
0,609.0,2740.877541530103
1,739.0,2741.6639230154346
2,498.0,2820.5124809831927
3,478.0,2979.738442270443
4,751.0,2709.5575302934108
5,510.0,2957.506242568895
6,554.0,2721.7512185919095
7,662.0,2839.176912390244
8,644.0,2869.5929320279233
9,509.0,2902.211300306464
