agent_id,task_amount_done,distance_moved
0,459.0,2335.7622893767775
1,323.0,2874.3414233447547
2,431.0,2528.8691872579625
3,322.0,2657.3339800050985
4,450.0,2666.457483494295
5,490.0,2583.5534035327396
6,406.0,2563.6062893670437
7,454.0,2516.3348365554143
8,417.0,2778.8697576513146
9,357.0,2715.21302726595
10,416.0,2666.5938427307606
11,479.0,2399.019681027191
12,337.0,2700.403188228215
13,419.0,2337.6088157963773
14,421.0,2695.592672510741
15,274.0,3008.0078782927426
16,334.0,2699.1458850978734
17,365.0,2746.2293326953136
18,368.0,2831.9135281825484
19,408.0,2392.7123163020137
20,318.0,2807.855154283381
21,470.0,2568.5473583292046
22,293.0,2779.7673870714643
23,383.0,2697.467371250753
24,383.0,2338.545544765887
25,394.0,2740.8135175623343
26,464.0,2299.049066646518
27,396.0,2654.8780083294414
28,499.0,2372.7802299817477
29,415.0,2699.327193625723
