time,agents_total_distance_moved,agents_total_task_amount_done,remaining_tasks,tasks_total_amount_left
0.016666666666666666,3.0,0.0,200,6378.516052381616
0.03333333333333333,7.129468430934522,4.0,200,6374.516052381616
0.05,13.820117732417998,7.0,200,6371.516052381616
0.06666666666666667,22.919503997961215,11.0,200,6367.516052381616
0.08333333333333333,34.527940290328566,14.0,200,6364.516052381616
0.09999999999999999,48.66466175389059,18.0,200,6360.516052381616
0.11666666666666665,65.46599321134072,22.0,200,6356.516052381616
0.13333333333333333,85.01697261631747,27.0,200,6351.516052381616
0.15,107.36101138505445,32.0,200,6346.516052381616
0.16666666666666666,132.52219484398546,37.0,200,6341.516052381616
0.18333333333333332,160.45829357357186,42.0,200,6336.516052381616
0.19999999999999998,191.05515515192508,47.0,200,6331.516052381616
0.21666666666666665,224.01125268996478,54.0,200,6324.516052381616
0.2333333333333333,259.02298767533273,61.0,200,6317.516052381616
0.24999999999999997,295.9848020890531,68.0,200,6310.516052381616
0.26666666666666666,334.4690670283864,76.0,200,6302.516052381616
0.2833333333333333,374.1114215134571,84.0,200,6294.516052381616
0.3,414.8929383298391,96.0,200,6282.516052381616
0.31666666666666665,456.31028818802196,108.0,200,6270.516052381616
0.3333333333333333,497.9780720824593,120.0,200,6258.516052381616
0.35,539.6533458347312,132.0,200,6246.516052381616
0.36666666666666664,581.0658867917894,146.0,200,6232.516052381616
0.3833333333333333,622.1222897858029,160.0,200,6218.516052381616
0.39999999999999997,662.6979509077341,174.0,200,6204.516052381616
0.41666666666666663,702.7428979044656,189.0,200,6189.516052381616
0.4333333333333333,742.2979440833211,206.0,200,6172.516052381616
0.44999999999999996,781.077905224933,223.0,200,6155.516052381616
0.4666666666666666,818.7025544938504,240.0,200,6138.516052381616
0.4833333333333333,855.2676688414078,259.0,198,6119.516052381616
0.49999999999999994,890.4634409798169,276.0,198,6102.516052381616
0.5166666666666666,924.3312148783301,293.0,198,6085.516052381616
0.5333333333333333,957.0149707617604,309.0,198,6069.516052381616
0.55,988.4480436850461,329.0,198,6049.516052381616
0.5666666666666668,1018.6703793176927,349.0,198,6029.516052381616
0.5833333333333335,1047.7284731533564,370.0,198,6008.516052381616
0.6000000000000002,1075.5776353101412,392.0,198,5986.516052381616
0.6166666666666669,1102.2818129261357,417.0,197,5961.516052381616
0.6333333333333336,1127.9823271110984,441.0,197,5937.516052381616
0.6500000000000004,1152.620603961173,465.0,197,5913.516052381616
0.6666666666666671,1176.2508329946704,489.0,197,5889.516052381616
0.6833333333333338,1198.8563353377704,514.0,197,5864.516052381616
0.7000000000000005,1220.4883722146014,539.0,197,5839.516052381616
0.7166666666666672,1241.2351524246494,564.0,196,5814.516052381616
0.733333333333334,1261.3026820606087,588.0,195,5790.516052381616
0.7500000000000007,1280.8385901853537,611.0,195,5767.516052381616
0.7666666666666674,1300.054387769893,633.0,194,5745.516052381616
0.7833333333333341,1318.7530344512481,656.0,194,5722.516052381616
0.8000000000000008,1337.1623723825792,679.0,194,5699.516052381616
0.8166666666666675,1355.3802663293095,702.0,194,5676.516052381616
0.8333333333333343,1373.478875256651,726.0,192,5652.516052381616
0.850000000000001,1391.5466213536972,748.0,191,5630.516052381616
0.8666666666666677,1409.6269787574322,768.0,191,5610.516052381616
0.8833333333333344,1427.5174946509596,789.0,191,5589.516052381616
0.9000000000000011,1445.2740158594106,809.0,191,5569.516052381616
0.9166666666666679,1463.219579526771,830.0,189,5548.516052381616
0.9333333333333346,1481.5041315941157,849.0,189,5529.516052381616
0.9500000000000013,1499.6501539274457,868.0,187,5510.516052381616
0.966666666666668,1517.6903445838593,886.0,187,5492.516052381616
0.9833333333333347,1535.9402975137662,904.0,187,5474.516052381616
1.0000000000000013,1554.4723799976794,922.0,186,5456.516052381616
1.016666666666668,1573.549927472556,939.0,184,5439.516052381616
1.0333333333333345,1593.1177309344573,954.0,184,5424.516052381616
1.0500000000000012,1613.3457790821128,970.0,184,5408.516052381616
1.0666666666666678,1634.2963334410426,986.0,184,5392.516052381616
1.0833333333333344,1655.82143590736,1002.0,183,5376.516052381616
1.100000000000001,1677.843530160819,1018.0,182,5360.516052381616
1.1166666666666676,1700.3240130388285,1034.0,182,5344.516052381616
1.1333333333333342,1723.2577443505486,1050.0,181,5328.516052381616
1.1500000000000008,1746.6013511389658,1065.0,180,5313.516052381616
1.1666666666666674,1770.5650840684011,1080.0,178,5298.516052381616
1.183333333333334,1795.3432202377803,1093.0,176,5285.516052381616
1.2000000000000006,1820.785763646938,1105.0,175,5273.516052381616
1.2166666666666672,1846.8516226679774,1116.0,175,5262.516052381616
1.2333333333333338,1873.620048304779,1128.0,175,5250.516052381616
1.2500000000000004,1900.776511487537,1141.0,175,5237.516052381616
1.266666666666667,1928.251384368903,1154.0,174,5224.516052381616
1.2833333333333337,1956.00979715485,1167.0,174,5211.516052381616
1.3000000000000003,1984.1026283694207,1180.0,174,5198.516052381616
1.3166666666666669,2012.6174367990452,1193.0,173,5185.516052381616
1.3333333333333335,2041.7006894766535,1206.0,173,5172.516052381616
1.35,2071.2918526067847,1219.0,173,5159.516052381616
1.3666666666666667,2101.429414866747,1235.0,173,5143.516052381616
1.3833333333333333,2132.1628747927693,1251.0,172,5127.516052381616
1.4,2163.496384854312,1267.0,171,5111.516052381616
1.4166666666666665,2195.177014669567,1283.0,171,5095.516052381616
1.4333333333333331,2227.242012253706,1299.0,171,5079.516052381616
1.4499999999999997,2259.7795031648707,1316.0,171,5062.516052381616
1.4666666666666663,2292.6553326148023,1333.0,170,5045.516052381616
