agent_id,task_amount_done,distance_moved
0,448.0,2184.4985044501695
1,358.0,2563.185765462678
2,341.0,2467.8624556248105
3,302.0,2760.141961359895
4,478.0,2313.614722624533
5,277.0,2817.057699161561
6,407.0,2603.5583269199515
7,422.0,2352.134024685053
8,273.0,2589.234211402833
9,562.0,1889.741144046093
10,503.0,2219.0691151867004
11,274.0,2901.178032931914
12,461.0,2330.2841868578575
13,412.0,2345.4228812047218
14,299.0,2588.8434160261313
15,386.0,2553.1405165402166
16,600.0,2023.291871614093
17,600.0,1887.2514100431104
18,405.0,2369.3206925388363
19,309.0,2697.477712812074
20,456.0,2221.3617182836974
21,525.0,2358.114038099645
22,417.0,2278.030658636522
23,323.0,2788.7253180409643
24,242.0,3070.3256760458453
25,742.0,1633.2720079346263
26,375.0,2593.8820982640887
27,472.0,2226.4599955488857
28,274.0,2869.8226155747825
29,272.0,2886.507371858675
