agent_id,task_amount_done,distance_moved
0,451.0,1801.4164378383243
1,346.0,2154.4949102243313
2,399.0,1841.5592358667814
3,465.0,1772.5216096708934
4,259.0,2364.329439255506
5,341.0,2028.5156037760694
6,397.0,1922.460272996687
7,427.0,2064.5493092150273
8,373.0,2035.38768510535
9,260.0,2323.47117079905
10,365.0,2250.7567922490684
11,421.0,1980.7089569704028
12,374.0,1952.5014879061705
13,594.0,1562.7909030285848
14,587.0,1558.5303964826135
15,309.0,2208.9122775550427
16,426.0,1971.4811520226258
17,405.0,1967.1309022971434
18,312.0,2161.663062999206
19,363.0,2020.570380014233
20,215.0,2527.523173016181
21,412.0,1908.9922939732564
22,344.0,2051.5194102858077
23,361.0,1906.2639691472136
24,384.0,2040.2123292166293
25,403.0,2122.382393525959
26,420.0,1949.089336335262
27,365.0,2068.32010607357
28,272.0,2433.50402769153
29,377.0,1941.8837584472603
