agent_id,task_amount_done,distance_moved
0,542.0,1863.01099207039
1,356.0,2267.3192830903463
2,444.0,1956.7187638738374
3,404.0,1920.0654492760648
4,457.0,1839.3284465809227
5,357.0,2122.023408308923
6,346.0,2241.509830366346
7,376.0,2185.757057694491
8,337.0,2230.775018737495
9,507.0,1813.7444152479939
10,511.0,1816.3953471105908
11,469.0,1965.146631292651
12,475.0,2046.9616228541756
13,239.0,2583.2248325361593
14,469.0,1932.5506045143384
15,370.0,2127.3059677061888
16,407.0,1894.5103879982012
17,225.0,2507.3041461851953
18,474.0,1959.9526387641351
19,483.0,1882.3386141657822
20,218.0,2672.4427676435257
21,407.0,2089.8271896067986
22,457.0,2064.6350084553296
23,365.0,2218.137968271945
24,308.0,2317.6248649674376
25,407.0,2057.581102632296
26,467.0,1984.0014429672078
27,388.0,1997.8823355103273
28,360.0,2299.0593171689834
29,414.0,2043.677647079653
