agent_id,task_amount_done,distance_moved
0,418.0,2065.0120335496176
1,372.0,2412.8300290724237
2,378.0,2332.3199602755303
3,347.0,2386.1116391173578
4,353.0,2234.6959246960223
5,477.0,1954.9861169151898
6,448.0,1987.342141739717
7,393.0,2370.765992933105
8,341.0,2400.5192342677497
9,375.0,2336.5817290539094
10,332.0,2345.4663776864054
11,395.0,2273.144431840802
12,315.0,2532.42347871797
13,440.0,2306.7699662426758
14,459.0,1942.9863767949716
15,431.0,2288.4388178732816
16,461.0,2147.191020590083
17,312.0,2249.3021742178876
18,259.0,2465.933088101655
19,304.0,2494.796454324212
20,431.0,2198.1645231989824
21,502.0,2001.7320237670897
22,375.0,2286.601778168233
23,264.0,2592.1539636498223
24,383.0,2381.098476800838
25,352.0,2357.393567932879
26,314.0,2363.518918786266
27,398.0,2267.4575480799926
28,382.0,2257.4185335786738
29,302.0,2726.792898351454
