agent_id,task_amount_done,distance_moved
0,397.0,2108.308322511344
1,515.0,1904.519621690655
2,471.0,1988.6785243168215
3,261.0,2424.5729683774757
4,508.0,1790.441861997953
5,344.0,2244.036027407496
6,475.0,2021.7133765946317
7,315.0,2115.150049161813
8,370.0,2069.8293903602776
9,527.0,1651.3927434097857
10,264.0,2207.578295787508
11,278.0,2500.154787898169
12,459.0,1971.32422795443
13,385.0,2088.6285557396063
14,550.0,1703.8698281354093
15,486.0,1837.557751380314
16,420.0,2019.2673902549166
17,398.0,1929.4743174723403
18,318.0,2428.524728330865
19,401.0,2045.9708700155236
20,426.0,1988.0424363913946
21,517.0,1841.5684437603097
22,582.0,1704.7870950709648
23,387.0,2101.2973518942654
24,418.0,2116.8356397076295
25,190.0,2673.304143118876
26,347.0,2188.4259781038745
27,404.0,2079.311234076079
28,385.0,1975.150556629135
29,388.0,2080.922270287929
