agent_id,task_amount_done,distance_moved
0,435.0,2220.988881085557
1,543.0,1708.322483458808
2,223.0,2653.9480937306084
3,319.0,2274.20892042386
4,339.0,2249.088914909585
5,350.0,2499.0899255626764
6,351.0,2315.199443241009
7,449.0,1860.4359624502824
8,524.0,1988.0045005879738
9,291.0,2355.1656344562844
10,394.0,2263.9430064003027
11,467.0,1983.695228857791
12,363.0,2397.3745490595884
13,444.0,2199.423699573038
14,211.0,2592.467081183855
15,351.0,2477.6978113879595
16,312.0,2298.883855794128
17,269.0,2552.8730504904956
18,338.0,2533.745628491945
19,330.0,2396.72415858557
20,476.0,2022.5830304816475
21,297.0,2457.2585073914765
22,611.0,1721.8543526922626
23,424.0,2039.787496305252
24,345.0,2370.0663378994655
25,367.0,2165.0886674998023
26,322.0,2502.007268932261
27,427.0,2183.86054571206
28,339.0,2279.760438929048
29,541.0,1837.946246925626
