agent_id,task_amount_done,distance_moved
0,460.0,1894.9089319157188
1,246.0,2208.451589368175
2,447.0,1820.3585644097266
3,341.0,2396.255035336002
4,402.0,1916.9539541973174
5,423.0,1896.998407385892
6,445.0,1876.2598881831982
7,406.0,2139.007882239607
8,572.0,1582.3366102349726
9,369.0,1865.0580690921784
10,466.0,1798.143667821085
11,421.0,1973.517610890963
12,492.0,1808.395002653872
13,435.0,2015.2193535298495
14,325.0,2068.2125013817977
15,499.0,1784.6362621264998
16,366.0,2203.8856023442327
17,453.0,1807.98567879547
18,384.0,2097.3942020614622
19,447.0,1921.1135462148443
20,613.0,1490.232222574933
21,311.0,2364.3192897180334
22,338.0,2158.3708639732145
23,428.0,2068.333173324406
24,364.0,2131.0113348483696
25,472.0,1831.827171714297
26,371.0,2158.1594616381585
27,272.0,2210.4479172637
28,300.0,2226.0103142046646
29,405.0,1960.6869825704061
