agent_id,task_amount_done,distance_moved
0,446.0,1760.449974884803
1,368.0,2227.3327304798754
2,461.0,1928.1901334176357
3,374.0,2103.499707348044
4,415.0,1975.8935363018034
5,457.0,1980.5217886561259
6,541.0,1607.476013432638
7,150.0,2651.716085306561
8,421.0,1908.9168767114872
9,366.0,2174.5100169300968
10,399.0,2084.9571949423716
11,277.0,2287.569476112935
12,393.0,1942.0021034074766
13,420.0,1744.6941903735126
14,343.0,2216.660648834241
15,298.0,2293.9200264274305
16,354.0,2008.3313289088612
17,362.0,2260.694987972518
18,394.0,2023.8254337619471
19,381.0,2133.355327944761
20,219.0,2430.9895979834864
21,291.0,2162.668703747458
22,311.0,2062.810915020118
23,446.0,1898.8319626384111
24,501.0,1672.353915371818
25,345.0,1930.2875818787063
26,329.0,2207.500103152319
27,483.0,1923.0828451708455
28,324.0,2108.0539441154037
29,340.0,2217.285859184204
