agent_id,task_amount_done,distance_moved
0,395.0,2084.1919201531578
1,488.0,1943.5170817115895
2,355.0,2190.373737165536
3,313.0,2402.763499477937
4,328.0,2375.141666320612
5,413.0,2070.329457002176
6,456.0,2021.4956952814443
7,370.0,1980.0562718879285
8,408.0,1995.8373444959332
9,322.0,2344.5467958180343
10,409.0,2151.1837982073284
11,392.0,1975.6187342523435
12,379.0,2147.7695245352047
13,441.0,1897.4239268739036
14,319.0,2290.8720352368873
15,433.0,2065.6865261055354
16,370.0,2162.3796943663096
17,476.0,1730.2207520543625
18,310.0,2367.0331066916733
19,484.0,1934.5818043721792
20,457.0,1915.2885503246484
21,545.0,1745.260059307133
22,431.0,2115.2909873973845
23,447.0,1991.824654967392
24,397.0,2119.9203581958
25,485.0,1820.794932159326
26,495.0,1787.962417813987
27,432.0,1973.488800770444
28,334.0,2199.3911959906945
29,189.0,2652.353234249574
