agent_id,task_amount_done,distance_moved
0,390.0,2629.0669384384164
1,308.0,2634.873853320316
2,453.0,2321.3462354110493
3,431.0,2504.387292399727
4,489.0,2173.9198992905976
5,378.0,2541.6829207587307
6,395.0,2279.5142016503924
7,300.0,2718.3794386216887
8,401.0,2538.26989493077
9,348.0,2670.0168521876617
10,268.0,3002.907293849032
11,423.0,2521.4329956958495
12,398.0,2526.8513590489333
13,433.0,2331.7204794318404
14,413.0,2470.9726517915983
15,324.0,2512.7031046580996
16,374.0,2451.310255536836
17,319.0,2857.4431866309037
18,466.0,2387.046478116538
19,330.0,2645.796488625338
20,400.0,2417.2601418864597
21,440.0,2290.3871895425636
22,661.0,1921.0015985151833
23,447.0,2338.558266374805
24,380.0,2599.223019072997
25,407.0,2607.668451250229
26,629.0,1895.2023440493242
27,414.0,2421.3095494744503
28,469.0,2369.9817887140234
29,437.0,2353.6801474296994
