agent_id,task_amount_done,distance_moved
0,231.0,2948.448847879753
1,277.0,2698.8957417945776
2,367.0,2633.71278791799
3,446.0,2207.3430502798756
4,493.0,2178.241600785579
5,337.0,2449.215764472152
6,357.0,2632.335080283534
7,544.0,2006.8829799770126
8,522.0,1905.1136059818248
9,380.0,2298.7317075318656
10,482.0,2222.442115460496
11,337.0,2702.2805779839905
12,253.0,2924.0585882995906
13,405.0,2368.145242720744
14,316.0,2669.951012813866
15,402.0,2474.9654374850234
16,472.0,2108.7346451808353
17,299.0,2633.0834244886555
18,509.0,2169.7695469213936
19,407.0,2506.763532697703
20,371.0,2553.6739822841837
21,504.0,2232.9126866585125
22,364.0,2510.300762805767
23,359.0,2485.076394931562
24,352.0,2654.6969832279706
25,426.0,2081.747178020248
26,509.0,2178.7921126683723
27,379.0,2391.8540353564817
28,281.0,2815.8995795448154
29,350.0,2508.178491860656
