agent_id,task_amount_done,distance_moved
0,303.0,2439.523670421591
1,337.0,2358.587960763228
2,392.0,2125.1633986067773
3,436.0,2076.4752879901403
4,354.0,2177.4912083384115
5,316.0,2348.6302600788085
6,403.0,2076.4791961433607
7,309.0,2425.3606124841094
8,575.0,1715.583260814185
9,455.0,1976.5484987373218
10,368.0,2089.3264190674204
11,364.0,2256.574764386116
12,533.0,1708.1047452918372
13,247.0,2460.2672410979467
14,301.0,2329.204891253825
15,370.0,2191.2187052236095
16,398.0,2092.8141415996815
17,364.0,2188.344007893607
18,399.0,2213.9957505179623
19,423.0,2163.603872133194
20,392.0,2201.2524262689485
21,360.0,2352.2012862001748
22,423.0,2048.729471266535
23,304.0,2292.8445070318026
24,381.0,2174.43199527316
25,460.0,2081.926135615185
26,344.0,2299.4196603681685
27,416.0,2188.945412063068
28,377.0,2194.1952885115234
29,481.0,1818.701121593001
