agent_id,task_amount_done,distance_moved
0,371.0,2067.188963261143
1,392.0,2096.8282116690034
2,411.0,1931.1192544531605
3,305.0,2422.548013274317
4,461.0,1964.4785299191994
5,323.0,2210.825132597974
6,327.0,2279.412100766156
7,396.0,2260.3013811769633
8,326.0,2366.7638354696337
9,443.0,1931.1592072767614
10,406.0,1977.3394877227508
11,451.0,1996.567098770449
12,391.0,1969.1608583703512
13,305.0,2224.498324955593
14,454.0,2111.824691103248
15,499.0,1797.4871219163533
16,488.0,1925.1934808219328
17,578.0,1569.0071386536404
18,272.0,2490.245170094864
19,313.0,2377.06052657271
20,500.0,1919.4940672169457
21,465.0,1932.119504810928
22,375.0,2239.5869781184924
23,321.0,2496.7175274369424
24,442.0,2108.110017250051
25,284.0,2399.097957588197
26,421.0,2059.9170969606184
27,372.0,2312.8985293077917
28,319.0,2322.590715604609
29,339.0,2371.5743500347135
