agent_id,task_amount_done,distance_moved
0,352.0,2315.6907712812167
1,344.0,2373.7414426932896
2,569.0,1695.0817569602973
3,361.0,2211.598820810353
4,378.0,2292.966670138102
5,396.0,2236.525245649304
6,362.0,1963.857359972555
7,368.0,2145.5472142101817
8,483.0,1880.9837767697404
9,427.0,2161.7508335909138
10,260.0,2704.404544816785
11,408.0,2285.145063351412
12,428.0,2222.0348699020687
13,258.0,2556.5712387938893
14,294.0,2259.9024454241603
15,443.0,2038.027329393882
16,345.0,2257.463893422754
17,390.0,2224.906115460814
18,440.0,1987.892303985269
19,421.0,2145.6548455201796
20,404.0,2096.383686533058
21,370.0,2041.7784166971794
22,291.0,2500.226037141448
23,473.0,2039.580608936595
24,332.0,2429.6648381956293
25,263.0,2563.5000965129348
26,359.0,2098.694026509472
27,458.0,2093.7892099961828
28,439.0,2276.1095385243148
29,529.0,1814.7015138786353
