agent_id,task_amount_done,distance_moved
0,603.0,1959.342283621118
1,303.0,2752.353820111386
2,385.0,2404.4906735016257
3,479.0,2053.408530115735
4,381.0,2461.6305938700784
5,370.0,2370.4307428549496
6,470.0,2286.635346754054
7,507.0,2218.904191902312
8,467.0,2100.542605309308
9,445.0,2374.5805307622286
10,387.0,2483.366140509108
11,267.0,2882.0369109032686
12,542.0,2032.2881339288751
13,295.0,2634.994429137618
14,377.0,2440.5043635304546
15,286.0,2761.077406541905
16,363.0,2497.0099780856945
17,340.0,2534.8675554912556
18,294.0,2680.125812446205
19,321.0,2615.7923754188005
20,445.0,2197.323648470329
21,447.0,2266.5437551382456
22,468.0,2199.3032995520703
23,376.0,2379.8926839108194
24,513.0,2086.1871551710706
25,426.0,2193.2720745573724
26,308.0,2700.348703565169
27,450.0,2320.6034491901537
28,349.0,2518.031996402995
29,281.0,2570.257801784068
