agent_id,task_amount_done,distance_moved
0,536.0,1653.1989618414561
1,350.0,2237.8952677941875
2,393.0,2131.8009613168138
3,295.0,2042.938037085309
4,425.0,2006.466951333519
5,404.0,2053.443173515896
6,411.0,2098.685394449121
7,277.0,2267.5743680057494
8,353.0,2253.5610925208293
9,390.0,2167.1527502495546
10,366.0,2121.4526511760037
11,485.0,2016.6402864733534
12,424.0,2102.389855333145
13,413.0,2087.755614749994
14,336.0,2270.219729874615
15,540.0,1642.337537981251
16,379.0,2194.439937404908
17,347.0,2289.5738852464365
18,337.0,2060.0597129516223
19,538.0,1771.7877324562048
20,526.0,1850.6857121636704
21,450.0,1987.5148137398394
22,454.0,1980.2703681888524
23,475.0,1939.9465259754386
24,298.0,2507.5844400203805
25,320.0,2191.800628045684
26,272.0,2356.260115454007
27,407.0,2022.6925127360837
28,419.0,2071.9428659323958
29,456.0,1889.44261190761
