agent_id,task_amount_done,distance_moved
0,426.0,2128.1412654858423
1,361.0,2185.2604869448605
2,498.0,1928.2044671865613
3,320.0,2219.2062644448406
4,429.0,2156.5513918382626
5,341.0,2491.2106978396696
6,444.0,2218.6220119628306
7,492.0,1867.2243803369404
8,366.0,2310.1562102745343
9,341.0,2313.058651583646
10,313.0,2340.39314557207
11,336.0,2182.9711569994465
12,433.0,2114.106601598906
13,432.0,2174.7794847023297
14,436.0,2182.4442966311717
15,423.0,2300.116747403485
16,283.0,2523.3079783728376
17,347.0,2381.636504650025
18,377.0,2190.5743030506324
19,406.0,1998.7938986326258
20,455.0,2000.031218371053
21,390.0,2191.772030036993
22,405.0,2337.8583074007133
23,441.0,1924.2122422744933
24,382.0,2198.0632379550143
25,394.0,2385.3242783953583
26,533.0,1925.3280988260663
27,348.0,2166.541876351995
28,214.0,2784.1772953473446
29,414.0,2115.229080456456
