agent_id,task_amount_done,distance_moved
0,315.0,2321.3649229512853
1,476.0,2005.746564155756
2,419.0,2031.7069132064717
3,292.0,2478.7785487230176
4,417.0,2276.3279193547946
5,429.0,2219.967373117855
6,209.0,2562.1080127152245
7,412.0,2139.4036877864723
8,452.0,2155.718733585604
9,329.0,2580.746911749376
10,400.0,2106.919228806643
11,498.0,1864.0137320210306
12,357.0,2392.9858864533567
13,462.0,1904.6654020487417
14,390.0,2395.4241439488264
15,407.0,2208.7103791684576
16,428.0,2042.7438301688312
17,464.0,2056.985149823592
18,423.0,2205.437232947666
19,265.0,2539.5786248184118
20,340.0,2264.6316812943273
21,332.0,2344.407506442306
22,271.0,2565.381117858044
23,316.0,2167.903433809204
24,423.0,2084.266511237111
25,410.0,2241.0177849049796
26,395.0,2153.802214088492
27,306.0,2292.562845140857
28,362.0,2406.613054697094
29,384.0,2323.329294136693
