agent_id,task_amount_done,distance_moved
0,232.0,2730.7709619653715
1,440.0,2251.2119838504696
2,439.0,2163.839052636418
3,442.0,2191.7828263883293
4,354.0,2464.6412258423707
5,251.0,2807.019387274175
6,375.0,2388.4659246407205
7,363.0,2455.3751349071845
8,247.0,2570.688962378302
9,419.0,2392.308383322091
10,497.0,1994.1996097302222
11,424.0,2247.4505039082155
12,462.0,2229.9338511215383
13,429.0,2319.3872635938274
14,517.0,1845.9112449478914
15,377.0,2372.8973882216865
16,515.0,2157.5537994977267
17,305.0,2670.554068023812
18,410.0,2323.384814660306
19,452.0,2317.6674684008517
20,421.0,2222.1236092329323
21,284.0,2523.454400589313
22,467.0,2208.8663879481014
23,349.0,2323.507015962785
24,473.0,2306.4561636658677
25,420.0,2288.4518314898637
26,377.0,2600.179309481756
27,369.0,2382.613562893746
28,349.0,2394.6165942158864
29,435.0,2290.3463153282164
