agent_id,task_amount_done,distance_moved
0,595.0,1719.00461114547
1,366.0,2122.9460392887504
2,436.0,1818.697622370515
3,370.0,2056.465829442803
4,423.0,2021.1688001956747
5,391.0,2084.6605038722573
6,386.0,2119.8351474732985
7,304.0,2301.494008544893
8,488.0,1799.1365090888683
9,340.0,2291.5357650349915
10,298.0,2352.178424341987
11,310.0,2406.3862615345784
12,389.0,1980.947380256278
13,339.0,2347.9863325602755
14,424.0,1905.3392876074042
15,359.0,1917.799511064312
16,341.0,2302.3309958328105
17,442.0,2015.223151409398
18,348.0,1995.5584592099492
19,284.0,2369.5657507853066
20,378.0,2260.081435445971
21,307.0,2331.257693869643
22,368.0,2236.0912002042837
23,497.0,1776.8965432964
24,420.0,2054.5847530783476
25,343.0,2127.0729297365374
26,299.0,2291.9511816203085
27,441.0,1989.0301175999534
28,459.0,1821.737966861159
29,402.0,2074.1666224829723
