agent_id,task_amount_done,distance_moved
0,431.0,2076.24012976085
1,251.0,2450.6868388000653
2,483.0,2061.337121038388
3,361.0,2328.508872817367
4,294.0,2623.7851064486254
5,547.0,1899.3783937021037
6,429.0,2087.6381382797204
7,353.0,2305.4772287722794
8,369.0,2173.6249028119155
9,476.0,2100.579536900751
10,481.0,1952.2058560313333
11,410.0,2117.0390461930633
12,404.0,2202.4948925478457
13,517.0,2045.2009071580287
14,407.0,2038.0952268166054
15,402.0,2169.22631372009
16,504.0,1943.5201386052365
17,327.0,2218.3257875113823
18,323.0,2430.4878493162546
19,353.0,2371.826176398985
20,431.0,2139.0382917018296
21,215.0,2711.897068322749
22,278.0,2647.9333785806043
23,467.0,2298.270559118096
24,382.0,2351.3535136813007
25,346.0,2306.330549850123
26,375.0,2318.1285318688715
27,343.0,2426.9050085580348
28,226.0,2684.433331506653
29,502.0,1992.2700881732208
