agent_id,task_amount_done,distance_moved
0,410.0,1837.9229553123428
1,378.0,2020.0884644920982
2,473.0,1663.5262971739471
3,383.0,2011.6872766596684
4,454.0,1824.9001232339951
5,378.0,1748.5872064186622
6,346.0,1956.6645458684327
7,451.0,1734.2340138695422
8,435.0,1863.1579194104318
9,329.0,1829.8773908942826
10,463.0,1660.5313313123381
11,427.0,1786.8899860804381
12,209.0,2347.134021992872
13,449.0,1751.9285319217902
14,508.0,1618.5293406059043
15,480.0,1681.6118818222335
16,390.0,1844.2839478546387
17,384.0,1754.8154704037247
18,464.0,1833.6874439540325
19,342.0,1974.610941062784
20,328.0,2036.8683005580544
21,339.0,2060.72842353425
22,415.0,1809.5232600166214
23,302.0,2215.902923849294
24,400.0,1936.413727479994
25,407.0,1846.999626134109
26,394.0,1856.9453091225914
27,426.0,1789.4286591344
28,381.0,1843.9741743740565
29,262.0,2343.9235911310407
