agent_id,task_amount_done,distance_moved
0,470.0,1986.581596680484
1,437.0,2106.576908559283
2,298.0,2268.818694956593
3,398.0,2218.6773515057735
4,356.0,2175.793972428704
5,327.0,2329.369687976743
6,362.0,2347.2753976078243
7,398.0,2169.7752728658493
8,443.0,1987.8788902822675
9,277.0,2444.9334591094466
10,385.0,2352.261921524041
11,432.0,2216.582439217851
12,318.0,2309.5772182855703
13,363.0,2364.6832917642078
14,387.0,2343.9661912206902
15,360.0,2243.2652988165078
16,430.0,2221.029403982442
17,354.0,2228.164569104497
18,366.0,2190.899231999348
19,308.0,2405.591405717544
20,563.0,1887.261148213068
21,316.0,2382.072553822639
22,350.0,2247.099999186989
23,409.0,2028.4254238827273
24,329.0,2379.447508882986
25,407.0,2211.8445022201904
26,429.0,2112.416003869679
27,520.0,1698.300837560972
28,417.0,2265.1264484456624
29,302.0,2498.2810280523463
