agent_id,task_amount_done,distance_moved
0,341.0,2280.5302372185547
1,405.0,2121.3461303529443
2,442.0,2016.4129751476185
3,398.0,1980.4485966205666
4,447.0,1854.3131946391102
5,415.0,1899.2389838700824
6,464.0,1789.4374011693437
7,243.0,2195.6651313958737
8,442.0,1996.0152619884464
9,295.0,2375.4690035884655
10,180.0,2655.375911985761
11,418.0,1886.0731935904214
12,494.0,1816.4479433054082
13,499.0,1702.0036296271433
14,402.0,2057.8215092392893
15,394.0,1895.4926762352677
16,280.0,2519.7825550540633
17,264.0,2318.1155067335953
18,517.0,1825.4145889600616
19,499.0,1885.168058403633
20,427.0,2032.9064053722595
21,540.0,1570.130759476287
22,386.0,2000.345257149416
23,336.0,2242.698741207157
24,216.0,2527.81212556983
25,389.0,2172.176344060778
26,408.0,1957.839476694365
27,335.0,2305.351869529976
28,442.0,1948.6417169869223
29,385.0,1936.9243230919633
