agent_id,task_amount_done,distance_moved
0,531.0,1573.0566547998249
1,417.0,1754.8609189682584
2,302.0,2295.2927069504854
3,394.0,1908.9094709176686
4,524.0,1647.070225139442
5,361.0,1926.173136018171
6,439.0,1948.9989087801014
7,417.0,1968.5077827359207
8,377.0,2122.9044352536516
9,392.0,2019.7951548989715
10,336.0,2195.714502678335
11,196.0,2529.753061155441
12,355.0,2109.443909928304
13,450.0,1689.623408696544
14,476.0,1737.6997070844163
15,480.0,1871.2958485734664
16,392.0,2009.0802776428507
17,352.0,2034.905628093286
18,373.0,2078.0675407824338
19,342.0,2077.2008937629435
20,457.0,1725.4379498150433
21,462.0,1795.052652113847
22,466.0,1794.0073966229554
23,328.0,2208.363850871245
24,512.0,1673.7426112167036
25,206.0,2384.330006794986
26,359.0,2004.4202774382613
27,312.0,2214.3132537540605
28,420.0,1937.2638896058368
29,454.0,1636.048670717679
