agent_id,task_amount_done,distance_moved
0,313.0,2731.8820252420433
1,374.0,2378.8247521154035
2,273.0,2615.371742849077
3,462.0,2276.178082506805
4,252.0,2873.175042791811
5,437.0,2364.647489546513
6,426.0,2270.2952954140046
7,362.0,2335.2041989754907
8,286.0,2532.07556750551
9,432.0,2385.1061661679473
10,414.0,2374.73316727449
11,358.0,2435.7659576035426
12,352.0,2432.158761504874
13,402.0,2335.3843503338967
14,436.0,2221.9792250963183
15,358.0,2530.109861464238
16,354.0,2441.374493928284
17,355.0,2527.660220568434
18,419.0,2354.901806281901
19,423.0,2383.7123931175715
20,495.0,2152.464252346537
21,317.0,2606.500009171513
22,383.0,2363.076291065413
23,465.0,2168.9884469378544
24,446.0,2287.129333520825
25,273.0,2619.355923834736
26,403.0,2293.758489734122
27,399.0,2526.939130477763
28,408.0,2447.4301119552974
29,424.0,2355.2869747409377
