agent_id,task_amount_done,distance_moved
0,444.0,2092.987227349793
1,503.0,1981.829342569593
2,492.0,1899.8382543691964
3,494.0,1991.3213063012547
4,277.0,2266.4802235474654
5,394.0,2317.546344620442
6,473.0,1913.3338200761943
7,395.0,2097.182414396914
8,415.0,2111.964007373216
9,501.0,2019.9399473840544
10,265.0,2508.0498710847687
11,301.0,2193.219913448012
12,480.0,2017.2864237778465
13,353.0,2198.0549345599147
14,456.0,2150.994801583296
15,384.0,2130.979299606832
16,399.0,2214.720821690269
17,416.0,2101.6161825538707
18,348.0,2351.301552077308
19,299.0,2388.9445898159956
20,348.0,2463.5776784671452
21,434.0,2112.8427665417175
22,396.0,2189.0548321986794
23,366.0,2149.7835032920607
24,455.0,2046.943709226772
25,296.0,2500.572048939445
26,355.0,2237.494675349429
27,539.0,1717.2330990513003
28,568.0,1797.43167764326
29,291.0,2253.1662052034994
