agent_id,task_amount_done,distance_moved
0,292.0,2061.751917459745
1,381.0,1988.1307398452368
2,417.0,1783.0879091187055
3,362.0,2020.7092983284508
4,324.0,2168.0574248160374
5,453.0,1910.2538730384697
6,424.0,1879.1438174634486
7,465.0,1695.8381524095423
8,453.0,1662.9619166778432
9,534.0,1653.2965233293246
10,434.0,1790.9671987848867
11,345.0,2077.358169213947
12,440.0,1810.1548343930997
13,341.0,1980.087387869348
14,350.0,2180.299137027946
15,513.0,1457.4902966319623
16,335.0,2144.890013522128
17,311.0,2086.876725975376
18,389.0,2032.7396479634658
19,394.0,1841.1467696941802
20,380.0,1975.995345998514
21,431.0,1918.3228022548467
22,360.0,1942.4047546579288
23,376.0,1880.260961567697
24,264.0,2112.113546443476
25,366.0,2018.0565180513588
26,344.0,1956.4068313941002
27,399.0,1909.1802610439875
28,318.0,2114.574841234351
29,256.0,2398.765824148054
