agent_id,task_amount_done,distance_moved
0,329.0,2328.280719097819
1,475.0,2158.0537047159664
2,489.0,2076.3113475358896
3,424.0,2078.6379272235163
4,450.0,2103.317429987543
5,535.0,1959.4472589029851
6,347.0,2346.3051456867865
7,480.0,1967.0108045022232
8,374.0,2345.1184355336127
9,307.0,2436.521640721916
10,340.0,2453.565309555851
11,426.0,2174.4798978513586
12,272.0,2529.379004046441
13,557.0,1678.7069605440477
14,344.0,2211.7440350235174
15,418.0,2000.2228704250715
16,505.0,1972.323783883271
17,337.0,2395.3924773349027
18,433.0,2194.3904088870668
19,292.0,2409.70849676
20,392.0,2219.1189773238766
21,543.0,1707.4781426627692
22,357.0,2302.3192702339056
23,493.0,1916.2639813068329
24,427.0,1875.4010530563364
25,315.0,2497.030302635325
26,308.0,2376.702630495677
27,459.0,2070.4270318292592
28,375.0,2243.0677269545713
29,346.0,2128.287717644346
