agent_id,task_amount_done,distance_moved
0,421.0,2095.856072084056
1,413.0,2223.1975787665942
2,390.0,2235.2309288295846
3,390.0,2153.0176250618456
4,285.0,2585.1742926417473
5,261.0,2347.8245801004055
6,420.0,2144.3573772715936
7,325.0,2367.9405916659725
8,433.0,2000.1899933056984
9,433.0,2097.5946662788283
10,516.0,1958.0407051209372
11,368.0,2176.2413057707395
12,299.0,2280.1444447427843
13,286.0,2609.033056668486
14,423.0,1954.2925908493517
15,362.0,1931.5475806892814
16,475.0,1866.9666910400704
17,435.0,2065.0672011273423
18,378.0,2396.952923402971
19,479.0,2019.9940289984
20,311.0,2340.1716974752208
21,373.0,2306.605929732414
22,370.0,2171.8948888600444
23,478.0,1986.4525139050832
24,411.0,2134.932371797775
25,259.0,2617.809029404351
26,333.0,2343.3493472386035
27,357.0,2283.161390783253
28,449.0,2230.025290895743
29,347.0,2333.0943179766887
