agent_id,task_amount_done,distance_moved
0,400.0,2248.297618424305
1,333.0,2076.913558776493
2,409.0,2018.8204316981794
3,411.0,2063.7426410538956
4,296.0,2161.064297830199
5,315.0,2109.1904138917794
6,490.0,1754.517327960484
7,423.0,2221.704101980928
8,451.0,1992.1422784187253
9,433.0,2127.4385760213722
10,355.0,2190.7094101911507
11,385.0,2123.68719771709
12,417.0,2170.7438841102753
13,389.0,2187.071860067887
14,402.0,2076.69897817818
15,470.0,1929.9238241917622
16,446.0,1795.5598976032218
17,437.0,2022.736704107419
18,345.0,2262.659249530931
19,385.0,2131.827109325689
20,373.0,2399.960597127898
21,275.0,2416.7316257467655
22,286.0,2524.589857974486
23,360.0,2329.749438976263
24,332.0,2306.842960272128
25,337.0,2324.961436784802
26,279.0,2340.123293616198
27,334.0,2364.602109623638
28,453.0,1951.431227485542
29,313.0,2423.776392214622
