agent_id,task_amount_done,distance_moved
0,449.0,1972.2673699340805
1,268.0,2418.6067403514985
2,373.0,2262.843684696858
3,355.0,2317.2967842066037
4,343.0,2292.4895959850637
5,343.0,2364.501580112521
6,286.0,2421.909503733869
7,413.0,2217.8266877150736
8,299.0,2413.987067901207
9,407.0,2264.139114149508
10,289.0,2407.703985057114
11,433.0,2158.6516540329
12,356.0,2174.559082579038
13,306.0,2183.0052266881557
14,369.0,2406.3763396512536
15,471.0,1890.042740176809
16,497.0,1929.8252482722396
17,384.0,2330.1667715074977
18,263.0,2537.922030579052
19,428.0,2020.3297231005452
20,399.0,2334.9791253841063
21,402.0,2190.39367756596
22,483.0,1892.4118004730863
23,347.0,2499.0630335522037
24,411.0,2194.460909302985
25,323.0,2329.205031710568
26,405.0,2166.968789812304
27,362.0,2251.857852058611
28,416.0,2193.4098575046423
29,378.0,2178.940154174118
