agent_id,task_amount_done,distance_moved
0,939.0,2248.8942381345296
1,746.0,2535.3399546780524
2,432.0,2756.0378420350203
3,709.0,2547.407429944594
4,427.0,2827.8140128543496
5,565.0,2841.225074332658
6,551.0,2756.5615950250162
7,545.0,2597.578017584735
8,599.0,2635.406574792473
9,571.0,2672.5036353232445
