agent_id,task_amount_done,distance_moved
0,378.0,2017.0428304622578
1,414.0,1882.9390457577283
2,459.0,1850.5265232469121
3,296.0,2284.688543075462
4,400.0,1822.0969449006623
5,372.0,2111.913086308271
6,421.0,1916.437428574989
7,396.0,2059.484989096592
8,294.0,2355.4207811952438
9,481.0,1916.7882803148889
10,494.0,1811.9158101403482
11,567.0,1691.6627008307926
12,340.0,2237.7286712374835
13,319.0,2304.266614304038
14,451.0,1993.5674342478992
15,248.0,2531.3613327576904
16,591.0,1702.7574569344508
17,385.0,2005.9425552140217
18,454.0,1874.9140060638774
19,336.0,2317.41009107904
20,294.0,2216.610323694907
21,245.0,2496.8499408098655
22,441.0,1916.4410848723471
23,354.0,2269.2097950711495
24,405.0,2019.922949886792
25,371.0,2125.120347448905
26,386.0,2274.382740743838
27,382.0,1914.8768074734394
28,317.0,2156.110323859765
29,232.0,2586.5178005458383
