agent_id,task_amount_done,distance_moved
0,497.0,2118.81755659982
1,176.0,3049.898999952928
2,370.0,2281.2470048487116
3,329.0,2502.957729861684
4,347.0,2528.035465662646
5,412.0,2490.84678675916
6,339.0,2705.395754680447
7,319.0,2726.846296075056
8,406.0,2629.487808311451
9,542.0,2067.2877293528836
10,597.0,2027.936863342814
11,430.0,2435.6453499037775
12,572.0,2172.5462063180157
13,389.0,2484.766073680422
14,475.0,2175.770476849654
15,366.0,2486.34339194421
16,419.0,2414.5230973777616
17,293.0,2638.892463435955
18,450.0,2406.77596822173
19,306.0,2755.1859556360937
20,372.0,2564.9424901254984
21,468.0,2301.5956198463473
22,466.0,2314.7959969694384
23,367.0,2509.5768518831383
24,541.0,2132.782123504173
25,246.0,2938.525897462829
26,489.0,2104.5058227230475
27,381.0,2477.5892231248395
28,312.0,2648.080097177519
29,415.0,2495.0809880767492
