agent_id,task_amount_done,distance_moved
0,471.0,1913.1035105930976
1,329.0,2109.4391660647893
2,287.0,2305.653507284554
3,421.0,1934.80606646126
4,257.0,2445.0103747359913
5,366.0,2308.320762999325
6,449.0,1965.5347554932923
7,365.0,1977.558745784191
8,452.0,2065.368028647941
9,399.0,2194.5293073019375
10,425.0,2205.610087912964
11,464.0,1859.3862514192458
12,387.0,2151.194271090594
13,586.0,1654.6642354922674
14,351.0,2236.535478431439
15,381.0,2043.1363853431617
16,413.0,2074.740901382462
17,408.0,2122.292696222592
18,439.0,1970.0082959516033
19,388.0,2146.095276085805
20,315.0,2301.0813000606945
21,412.0,2106.321285429008
22,391.0,2124.851788258855
23,350.0,2253.634457102536
24,397.0,2128.55342730148
25,325.0,2270.6963348078543
26,454.0,2212.186207064045
27,383.0,2058.88176838342
28,471.0,2027.1385079243632
29,313.0,2327.0601798776993
