agent_id,task_amount_done,distance_moved
0,568.0,1978.65566820368
1,523.0,1921.6998079591924
2,454.0,1983.7071807713032
3,283.0,2478.010405254381
4,490.0,1889.528973585631
5,419.0,2196.7560738930993
6,442.0,2237.4732733613528
7,508.0,2021.4544447781348
8,276.0,2251.934443186495
9,294.0,2544.028125143372
10,369.0,2273.233238526795
11,451.0,2011.2873113775681
12,549.0,1961.9966790995072
13,313.0,2418.107798500771
14,262.0,2561.029366842964
15,468.0,2109.054835637602
16,375.0,2378.260767677776
17,494.0,1941.0229391615878
18,484.0,1928.6718829666224
19,480.0,2103.5520896578237
20,367.0,2302.8783607552173
21,232.0,2377.687968371432
22,349.0,2330.0535640098115
23,340.0,2605.8833540960613
24,230.0,2568.266047006357
25,437.0,2170.159899538428
26,438.0,2221.1650972869984
27,374.0,2271.6422554156175
28,452.0,1945.0439894485874
29,289.0,2602.223651228279
