agent_id,task_amount_done,distance_moved
0,396.0,2461.5038251146916
1,419.0,2269.6600979709538
2,480.0,2034.4262403481266
3,407.0,2247.5947669862408
4,526.0,1880.127850463043
5,432.0,2153.3135676192746
6,518.0,1916.418334356518
7,403.0,2301.0843478604193
8,561.0,1868.6304333568091
9,273.0,2674.330281921625
10,403.0,2252.5093039646717
11,207.0,2897.35150403153
12,473.0,1980.1944156491231
13,320.0,2537.840369618822
14,279.0,2589.241794916512
15,396.0,2428.2994798526765
16,381.0,2487.746940779769
17,645.0,1787.553588219734
18,454.0,2179.6634934427757
19,512.0,2094.2196434626635
20,442.0,1832.9582289929454
21,369.0,2436.4590484812466
22,345.0,2546.0049610599517
23,289.0,2688.409622466328
24,328.0,2560.906401392612
25,294.0,2630.1448523107083
26,445.0,1972.6735354596324
27,296.0,2551.7997604780485
28,321.0,2509.5567417408697
29,205.0,2781.6092694103436
