agent_id,task_amount_done,distance_moved
0,242.0,2514.8585988317145
1,581.0,1704.839194452685
2,269.0,2490.940830633482
3,294.0,2341.6268452994786
4,443.0,2170.7901916688998
5,413.0,2091.600982766757
6,374.0,2167.688884795753
7,292.0,2470.474638211191
8,485.0,1830.1620777287344
9,386.0,2092.557196150251
10,306.0,2401.3953370036324
11,306.0,2274.441091609294
12,384.0,2096.415192399887
13,338.0,2320.115586440116
14,334.0,2369.0367061433512
15,500.0,1992.129605788551
16,499.0,1954.1729077759758
17,402.0,2211.0431614247286
18,173.0,2841.4195572900035
19,541.0,1899.2185514656971
20,563.0,1812.9289203737762
21,276.0,2459.8517036243074
22,466.0,2045.9200132563117
23,449.0,2078.2982141605785
24,413.0,2196.168884516181
25,429.0,2135.3261579772266
26,288.0,2690.1447058793233
27,374.0,2280.882491154029
28,520.0,1829.2111810742897
29,461.0,2222.54261851842
