agent_id,task_amount_done,distance_moved
0,422.0,2074.716184851704
1,352.0,1966.3101680805391
2,313.0,2232.2984523199134
3,542.0,1761.3636173267046
4,309.0,2403.624860066873
5,381.0,2116.24012819253
6,278.0,2286.1500109855656
7,431.0,2215.5962329395397
8,405.0,2031.5979820515345
9,264.0,2588.788289224363
10,355.0,2127.854337424174
11,262.0,2438.638518136852
12,270.0,2385.6784810138856
13,549.0,1679.5539194059834
14,340.0,2344.285487447788
15,524.0,1683.7637313038706
16,550.0,1643.8056991660214
17,493.0,1811.2067897571812
18,409.0,2051.517686563009
19,265.0,2138.9047312299053
20,417.0,2092.0277986042706
21,406.0,2085.671442794322
22,357.0,2190.4989481596695
23,302.0,2281.2431572259406
24,425.0,2017.4583405569015
25,502.0,1914.3365538578548
26,446.0,1865.5910345365044
27,411.0,2070.183926304913
28,393.0,2160.7473558637002
29,269.0,2137.416618850863
