agent_id,task_amount_done,distance_moved
0,353.0,2019.286580829082
1,513.0,1668.332486864057
2,485.0,1744.7932041670333
3,292.0,2270.6321342998986
4,348.0,2102.6454106434453
5,284.0,2259.177131619557
6,424.0,1853.9993238435002
7,498.0,1652.138223195177
8,387.0,1975.7447445136393
9,470.0,1844.9499718304996
10,476.0,1996.8113329565724
11,424.0,2010.7847176561452
12,559.0,1649.087896873428
13,456.0,1841.3057832907189
14,425.0,1862.8660578269462
15,439.0,1823.0687886439468
16,416.0,2014.6147297776402
17,305.0,2136.52540036532
18,324.0,2157.3546507407327
19,222.0,2474.319780933849
20,214.0,2544.470800583746
21,276.0,2327.725769456244
22,268.0,2292.7781834860766
23,343.0,2067.594358602164
24,516.0,1648.0189552830661
25,494.0,1718.5950124839753
26,378.0,2063.1859405509954
27,477.0,1757.9156144914925
28,462.0,1819.1218992999243
29,294.0,2227.756744532482
