agent_id,task_amount_done,distance_moved
0,203.0,2652.2583452807007
1,365.0,2331.041326945919
2,525.0,1968.3049569939938
3,414.0,1920.913423223189
4,447.0,2156.1840231774195
5,383.0,2370.3964691006754
6,156.0,2934.9391035639837
7,381.0,2183.2892419597474
8,268.0,2158.351857151733
9,248.0,2582.153976985102
10,393.0,2374.4171836323567
11,351.0,2192.882559692464
12,495.0,1962.859664372389
13,532.0,1888.4212213819533
14,525.0,1790.6196831711545
15,380.0,2261.409266154125
16,416.0,2268.1975157195893
17,195.0,2840.8419262183925
18,471.0,1878.8814367064797
19,438.0,2276.7913082777386
20,423.0,2182.769602878449
21,493.0,1916.765477222298
22,412.0,2044.490679769326
23,444.0,2057.930765280472
24,402.0,2194.3455210343955
25,315.0,2450.711673622446
26,175.0,2785.327888523854
27,460.0,1964.796031640347
28,119.0,2910.29131156579
29,656.0,1608.5999065403644
