agent_id,task_amount_done,distance_moved
0,378.0,2217.703130037752
1,416.0,2045.8229797533163
2,301.0,2472.962066001678
3,417.0,2217.3596235939176
4,326.0,2429.7596100797928
5,404.0,2269.5852014184843
6,422.0,1909.7910671782145
7,311.0,2498.0713162173897
8,461.0,1955.6012854047915
9,288.0,2390.2750178795245
10,297.0,2619.628110674682
11,514.0,2065.5094338818153
12,587.0,1708.3341990580254
13,403.0,2395.162595870325
14,417.0,2119.1373901070515
15,193.0,2746.713642253456
16,394.0,2297.1203660198908
17,455.0,2125.576503283107
18,330.0,2522.5409783364476
19,346.0,2290.3645900946412
20,391.0,2421.273632924215
21,441.0,2113.7357878474795
22,506.0,1851.7084418872864
23,446.0,2119.558033368492
24,595.0,1833.667035332702
25,445.0,2265.363211751638
26,519.0,1874.5149379307652
27,374.0,2507.0838777480026
28,273.0,2642.750033114827
29,337.0,2399.018496541455
