agent_id,task_amount_done,distance_moved
0,397.0,2161.4110364433423
1,432.0,2089.7942937945345
2,484.0,2032.0460495366426
3,399.0,2051.732973870963
4,365.0,2433.296586387875
5,447.0,2231.45673503964
6,455.0,2132.792517457522
7,378.0,2409.338314422293
8,463.0,1913.2382632946335
9,284.0,2650.315347656115
10,421.0,2352.4534889719575
11,202.0,2938.347416454899
12,323.0,2411.2610745152733
13,434.0,2130.2837613404167
14,437.0,2021.1745348588418
15,411.0,2352.6202147599697
16,188.0,2855.458835140969
17,461.0,2005.801845684568
18,423.0,2153.625916242023
19,517.0,1967.0973676666115
20,483.0,2081.5071172372395
21,519.0,2055.5860575791144
22,278.0,2654.142731308175
23,93.0,2840.1381127454706
24,295.0,2708.0866626674697
25,229.0,2873.090062212447
26,236.0,2947.6701545379383
27,370.0,2364.8446557846005
28,618.0,1790.7805404758726
29,391.0,2381.832033822739
