agent_id,task_amount_done,distance_moved
0,402.0,2097.084514346969
1,341.0,2239.5629600447833
2,528.0,1594.0775485413392
3,433.0,1901.7631327844701
4,342.0,2232.0836952619843
5,389.0,2005.0490997888526
6,158.0,2550.687091461118
7,317.0,2333.5238782753513
8,364.0,2209.0995291240433
9,412.0,1896.4831551948082
10,415.0,1957.437849104422
11,446.0,1878.3135537581102
12,356.0,1991.1666066722537
13,350.0,2093.618674128237
14,481.0,1783.8387482585345
15,331.0,2087.76507514927
16,357.0,2113.2146847089957
17,449.0,1856.3660660734881
18,419.0,1983.2702945113372
19,358.0,2236.7830042324285
20,339.0,2129.928793311726
21,321.0,2303.942736169323
22,503.0,1824.0303614854329
23,555.0,1613.6548414415647
24,251.0,2499.5483068855856
25,369.0,1975.2689255051093
26,420.0,2132.2143028671094
27,524.0,1622.2573987225326
28,193.0,2437.891695576935
29,330.0,2017.5059973779794
