agent_id,task_amount_done,distance_moved
0,310.0,2337.5996809383423
1,327.0,2311.780803795841
2,502.0,1716.262637467346
3,283.0,2392.7600379379132
4,356.0,2136.3814332735506
5,382.0,2008.1833424302558
6,269.0,2320.495728430668
7,421.0,2035.658093122017
8,385.0,1893.4946614351702
9,442.0,1835.9486413391135
10,279.0,2593.6374423874768
11,415.0,2051.9154287952297
12,459.0,1993.5387478645514
13,490.0,1918.1800929813814
14,467.0,1768.8215202294932
15,500.0,1813.4552242416653
16,387.0,2120.0771218465043
17,326.0,2295.072766892849
18,393.0,1936.6168162696215
19,334.0,2295.266382951983
20,417.0,2082.4744234552923
21,546.0,1708.150226642455
22,270.0,2323.0294963046185
23,491.0,1957.6472883066417
24,252.0,2522.4209150658344
25,370.0,2098.6654291319305
26,377.0,2030.46992683591
27,489.0,1832.909015058133
28,306.0,2280.4997889887404
29,343.0,2191.4509024592644
