agent_id,task_amount_done,distance_moved
0,340.0,2522.1526912710806
1,430.0,2167.2130386011636
2,258.0,2690.2330393622487
3,436.0,2273.9758918740313
4,523.0,2070.1223690906336
5,427.0,2206.6740327695334
6,496.0,2022.7883575075148
7,413.0,2215.050186054566
8,353.0,2517.8662977224226
9,558.0,1975.9775370071777
10,472.0,2140.643010993572
11,480.0,2047.5525643252959
12,397.0,2394.7870198742094
13,407.0,2224.6988312568337
14,505.0,2061.18395927218
15,334.0,2425.109149536268
16,369.0,2458.1973615071015
17,366.0,2538.987994123903
18,447.0,2153.696783456853
19,283.0,2573.8644161572793
20,416.0,2245.3712442643377
21,474.0,2106.9025047711007
22,323.0,2281.5456459035677
23,375.0,2341.7715282004365
24,247.0,2507.7759955367337
25,422.0,2127.453984964146
26,269.0,2424.7972598251727
27,370.0,2476.9751326203204
28,494.0,1860.4102086514877
29,278.0,2520.9377857304758
