agent_id,task_amount_done,distance_moved
0,294.0,2473.2973837560057
1,422.0,1897.6484542638598
2,323.0,2349.0009442762935
3,453.0,2077.556712212547
4,311.0,2331.0404821237034
5,411.0,2107.9647607187426
6,338.0,2151.7824491802376
7,256.0,2562.976334456288
8,445.0,2098.5740608583264
9,425.0,1943.6115905211866
10,552.0,1810.8432000297178
11,678.0,1269.906495118857
12,394.0,2250.718626143044
13,235.0,2451.4493253107316
14,538.0,1665.0957586793393
15,458.0,1942.2842857043152
16,373.0,2423.608479525827
17,334.0,2323.0989910296016
18,417.0,2073.606635814708
19,397.0,2023.8700406782175
20,444.0,2038.678352540162
21,638.0,1562.9819636564453
22,404.0,2101.3357163901064
23,229.0,2528.3157395274757
24,214.0,2506.154305405354
25,349.0,2334.6847704728657
26,391.0,1911.4648087556595
27,381.0,2027.8044607964503
28,457.0,2137.7991136787105
29,503.0,1706.5530415853166
