agent_id,task_amount_done,distance_moved
0,351.0,2276.472475216056
1,477.0,2105.551972942135
2,363.0,2565.953454256943
3,426.0,2208.4074717662556
4,420.0,2273.6220468617157
5,317.0,2409.3630733806094
6,477.0,2155.4006381136132
7,345.0,2457.6359847591884
8,502.0,2093.3122047358866
9,440.0,2074.7914920873654
10,304.0,2582.970926488184
11,317.0,2588.8316501322265
12,425.0,2202.156790995462
13,449.0,2129.9646736018635
14,687.0,1612.5750960232058
15,510.0,1958.0052732802208
16,365.0,2354.6932878235175
17,281.0,2669.7102670333206
18,484.0,2091.4131582056298
19,426.0,2157.4214680700493
20,487.0,2137.8747237733105
21,412.0,2405.319339803496
22,412.0,2023.3436087102034
23,382.0,2048.6682190504516
24,391.0,2409.5349372794126
25,349.0,2241.5305191453285
26,375.0,2385.2203522458153
27,463.0,2145.6128252570693
28,330.0,2543.441028537566
29,176.0,3015.853365563783
