agent_id,task_amount_done,distance_moved
0,474.0,1838.2191695594174
1,287.0,2645.506972759532
2,243.0,2653.2213360955166
3,376.0,2093.645231260473
4,425.0,2064.626573992582
5,408.0,1926.7215540593504
6,250.0,2302.3838202817105
7,392.0,2122.7094355175905
8,460.0,1888.8018568106977
9,389.0,2071.674975421819
10,402.0,1976.465217511725
11,385.0,2009.9704045726785
12,428.0,1681.1688594973903
13,341.0,2247.136081220194
14,357.0,2193.6155347085974
15,531.0,1790.0726543377982
16,271.0,2294.3746294251546
17,410.0,2120.7600700429994
18,400.0,2082.600512819682
19,420.0,2130.8402031760625
20,359.0,2063.681766966988
21,495.0,1757.1937242693718
22,154.0,2598.6654885805297
23,439.0,1979.0080739705809
24,360.0,2128.718103204881
25,389.0,1964.3715118240434
26,385.0,1937.5148360111457
27,338.0,2221.5461991945926
28,309.0,2170.146644208223
29,384.0,1974.0364634035968
