agent_id,task_amount_done,distance_moved
0,348.0,2132.3835793285457
1,312.0,2079.9050268596866
2,530.0,1724.0960862686052
3,380.0,1993.5245381480127
4,444.0,1737.523352732106
5,456.0,1824.4812837345607
6,359.0,2127.7921782020057
7,346.0,2068.254261363847
8,324.0,2162.7503097125345
9,327.0,1845.7735801487652
10,460.0,1848.5858867996392
11,264.0,2234.3617675834953
12,401.0,2053.3344209897023
13,405.0,2000.7103615704543
14,389.0,1895.7177327333038
15,314.0,2395.6535583065493
16,285.0,2204.6023751402618
17,478.0,1910.9191287698313
18,331.0,2223.6750286173947
19,429.0,1693.6466627209536
20,362.0,2047.4291258934434
21,283.0,2295.899386747674
22,405.0,1883.2957886799495
23,463.0,1862.559582088361
24,503.0,1612.012458157805
25,296.0,2286.5823537330116
26,611.0,1429.004171703233
27,384.0,1940.5569068403886
28,532.0,1447.7834675532295
29,359.0,2021.9877975615436
