agent_id,task_amount_done,distance_moved
0,607.0,1585.821872202817
1,387.0,2351.782599949399
2,248.0,2717.6331294176707
3,431.0,2196.8650651966127
4,550.0,1683.964784039425
5,427.0,1843.2993069525696
6,483.0,1750.228995074443
7,371.0,2171.172313525722
8,438.0,2026.3960752380424
9,535.0,1905.805285326929
10,253.0,2628.0945729840437
11,369.0,2375.0583673994274
12,335.0,2415.272926103463
13,240.0,2585.657976684711
14,406.0,2092.6177960852788
15,164.0,2691.493138196909
16,394.0,2183.917032295335
17,385.0,1821.5797349769393
18,275.0,2468.229569403583
19,418.0,2237.0601838962166
20,360.0,2214.07802378265
21,263.0,2538.8945380650825
22,199.0,2585.852454681531
23,370.0,2218.998595972841
24,473.0,2162.8848585814612
25,314.0,2439.603857159789
26,526.0,2024.3222824556194
27,391.0,2191.545899556619
28,415.0,2096.5787219767403
29,387.0,2161.020141305867
