agent_id,task_amount_done,distance_moved
0,533.0,1821.898454129724
1,265.0,2428.3487805445243
2,384.0,2189.766447463453
3,329.0,2294.301577882317
4,436.0,1925.6607519429838
5,449.0,2025.705655661829
6,371.0,2052.2059522832524
7,326.0,2505.1448624193363
8,413.0,2009.1418846255199
9,511.0,1985.0573492546766
10,385.0,2289.652350620759
11,489.0,1950.031841098774
12,558.0,1894.1983326936024
13,316.0,2263.450132847709
14,391.0,2311.364209957297
15,314.0,2410.325187464318
16,424.0,2080.4727409965144
17,424.0,2121.6587877197885
18,234.0,2582.9278865872516
19,381.0,2366.5537024270902
20,430.0,2251.1166169326452
21,424.0,2039.2318508749438
22,464.0,2049.1863427657986
23,405.0,1996.5939963012659
24,351.0,2340.819169787966
25,298.0,2383.937516656138
26,436.0,1995.6184715970903
27,260.0,2505.7994194922544
28,585.0,1711.2316790467953
29,399.0,2156.1406031306938
