agent_id,task_amount_done,distance_moved
0,402.0,2300.5502567125054
1,515.0,2276.20374370977
2,487.0,2246.7551072929386
3,650.0,1789.2443045706286
4,493.0,2045.439779124173
5,367.0,2492.003917141597
6,443.0,2248.533868642802
7,241.0,2786.5169832382026
8,378.0,2500.728994489749
9,572.0,1901.623276969758
10,250.0,2881.551493616055
11,457.0,2490.3852028188103
12,502.0,2132.788111741818
13,212.0,2748.21633317227
14,395.0,2492.4790846313117
15,257.0,2671.791877755835
16,273.0,2927.748308542659
17,367.0,2388.164661791535
18,434.0,2264.1650180607635
19,321.0,2548.6629655884562
20,285.0,2737.0420677559287
21,532.0,2131.239693421588
22,424.0,2459.647437588542
23,337.0,2506.8743589171822
24,602.0,1911.2750548194556
25,338.0,2623.3080654582086
26,209.0,2822.1748198172822
27,499.0,2191.619850179313
28,497.0,2198.1459864133326
29,209.0,2908.133213210224
