agent_id,task_amount_done,distance_moved
0,354.0,2128.4874800764123
1,275.0,2459.978102159984
2,303.0,2546.316772608832
3,272.0,2669.582458544495
4,460.0,1847.5573479130492
5,503.0,2042.2679915364554
6,357.0,2286.294393342883
7,457.0,2002.2880111269076
8,269.0,2544.286354823281
9,620.0,1579.1066713859125
10,430.0,1967.692357086784
11,434.0,2061.0209906033188
12,376.0,1991.7669449779949
13,254.0,2454.9702464498396
14,356.0,2273.692675867024
15,268.0,2481.351724003369
16,556.0,1790.760682802191
17,444.0,1954.7939342419663
18,384.0,2142.48145307929
19,342.0,2222.2663588083287
20,420.0,1955.8500854217668
21,502.0,1628.35066940361
22,332.0,2098.9540914455497
23,397.0,2253.1133651195037
24,442.0,1942.442279019935
25,478.0,1916.0500423850126
26,284.0,2313.335692252639
27,433.0,1992.230411634885
28,322.0,2462.814045935373
29,419.0,2133.0239800390223
