agent_id,task_amount_done,distance_moved
0,428.0,2088.71130223414
1,384.0,2127.222275575722
2,478.0,1957.4112444432694
3,291.0,2483.515220726192
4,536.0,1760.9490594096267
5,335.0,2298.865727409055
6,375.0,2095.3949469991335
7,332.0,2208.4604311303556
8,278.0,2580.1018176243865
9,356.0,2192.96701256974
10,468.0,2012.4099212949907
11,400.0,2131.9894715003393
12,395.0,2228.3614717006103
13,495.0,1826.8823062995457
14,471.0,2228.67981920916
15,303.0,2386.3575465214453
16,441.0,1991.2620656639851
17,396.0,2241.5746382461493
18,236.0,2638.8997008320466
19,368.0,2282.813233605642
20,499.0,1871.939216008266
21,296.0,2304.7648955810564
22,523.0,1870.9443022178868
23,509.0,2022.0492031362483
24,215.0,2651.0797140281156
25,489.0,1842.9562840157023
26,398.0,2158.8347322682075
27,335.0,2345.1291099702676
28,369.0,2220.9532785241418
29,424.0,2144.1933309928127
