agent_id,task_amount_done,distance_moved
0,416.0,1969.6228456450833
1,361.0,2197.8547285135082
2,357.0,2034.2927713347547
3,255.0,2363.338035407538
4,311.0,2068.563697414854
5,314.0,1909.8308109031548
6,211.0,2611.224556815098
7,309.0,2092.708858911556
8,434.0,1913.7898581642223
9,489.0,1676.941764537162
10,385.0,2122.4393351011786
11,504.0,1686.5548434370846
12,409.0,1958.6142729038756
13,264.0,2288.122143388989
14,430.0,1889.4621467505483
15,253.0,2163.9558669461935
16,372.0,2123.4773463031443
17,390.0,1933.798380176975
18,500.0,1718.6414102305246
19,468.0,1843.2681721628337
20,388.0,1995.606444373673
21,372.0,2080.910557422848
22,296.0,2201.7668215157173
23,417.0,1838.856825644317
24,489.0,1804.597225009183
25,503.0,1721.0436887953936
26,632.0,1427.9739560156697
27,347.0,2189.551538208272
28,455.0,1791.1968893032142
29,289.0,2182.2009852726874
