agent_id,task_amount_done,distance_moved
0,416.0,1944.1920759503107
1,251.0,2513.4013851438394
2,359.0,2020.927507478895
3,402.0,2117.9351494143193
4,322.0,2294.728621664026
5,446.0,1823.3875996137774
6,432.0,1969.6942730899375
7,365.0,2097.6775136888705
8,363.0,2072.3548251748953
9,286.0,2404.6854508162596
10,398.0,2003.1726372522644
11,422.0,1866.5428052949771
12,527.0,1662.3575435006246
13,384.0,1951.4291512951033
14,301.0,2255.586370259582
15,272.0,2387.5107002755644
16,328.0,2059.2997647243346
17,602.0,1338.731411914395
18,277.0,2277.331675894353
19,437.0,1907.6151829267478
20,430.0,1898.4411340887575
21,455.0,1854.0696892636518
22,376.0,1892.203089319577
23,342.0,1912.470864148837
24,461.0,1785.7098132936023
25,523.0,1666.7370263940088
26,357.0,1835.6989632561217
27,321.0,2201.2310338376938
28,309.0,2188.1361371505786
29,398.0,1966.6905034436456
