agent_id,task_amount_done,distance_moved
0,222.0,2546.940315738834
1,302.0,2552.4817377801305
2,183.0,2817.8149391163124
3,380.0,1940.2814719246023
4,388.0,2244.2693006210766
5,474.0,1888.223298437924
6,325.0,2342.8322969790756
7,430.0,2189.954877896263
8,381.0,2316.398583867736
9,520.0,1877.1785184823314
10,476.0,1970.1131172456116
11,487.0,1963.3331406494372
12,386.0,2151.982846055823
13,414.0,2139.7112147470516
14,338.0,2136.62381595805
15,510.0,1943.6070380524054
16,520.0,1667.8564793595979
17,513.0,1887.5424319329275
18,436.0,2157.858215649943
19,344.0,2294.189697955134
20,476.0,2109.0985961527485
21,406.0,2139.945376655337
22,613.0,1693.1832602137483
23,489.0,2033.6549173504388
24,388.0,2150.342902718311
25,346.0,2106.7991358684103
26,310.0,2280.547030252043
27,420.0,2186.156116142448
28,452.0,1971.8154996376018
29,292.0,2502.605286765711
