agent_id,task_amount_done,distance_moved
0,272.0,2183.4160344325855
1,366.0,1967.202835500219
2,494.0,1597.7671586256577
3,262.0,2302.5046585352757
4,337.0,2093.799789888262
5,441.0,1789.6843766028849
6,353.0,2212.5342219977115
7,507.0,1817.7723078699553
8,502.0,1600.601084834666
9,409.0,1864.8258841283139
10,288.0,2417.455720798268
11,405.0,1996.44445966375
12,337.0,2244.1831393495972
13,496.0,1877.766129316494
14,413.0,1777.435711299726
15,214.0,2465.7915770716645
16,384.0,1927.288282967982
17,283.0,2330.864909282246
18,347.0,2068.3488928677925
19,258.0,2257.631163802477
20,223.0,2446.4466437948167
21,447.0,1814.7318571587336
22,324.0,2185.067464688203
23,557.0,1672.0275862073324
24,407.0,2062.734545957088
25,434.0,1738.5192993025446
26,535.0,1630.4034379074053
27,328.0,2172.5991635759783
28,305.0,2358.8438499157583
29,305.0,2248.15879471573
