agent_id,task_amount_done,distance_moved
0,425.0,2483.375459465114
1,474.0,2076.118369522423
2,419.0,2289.7565483588064
3,490.0,2039.8375158736349
4,242.0,2699.1334568826333
5,264.0,2935.5412293122567
6,273.0,2386.6932889432883
7,342.0,2643.9713457928533
8,313.0,2519.696762869512
9,422.0,2303.209441754693
10,287.0,2550.118231929938
11,443.0,2127.3777135621012
12,529.0,1793.641644241144
13,477.0,2134.3855351609704
14,430.0,2315.091097604654
15,469.0,2138.5341344846074
16,492.0,2169.5992450238864
17,471.0,1911.7225679016692
18,568.0,1912.67104711474
19,253.0,2678.6354867996038
20,330.0,2650.206004819669
21,468.0,2151.7403405601867
22,402.0,2223.600932763557
23,402.0,2253.2069152431864
24,360.0,2278.5147987737864
25,290.0,2672.2827734152193
26,383.0,2246.8354019307853
27,397.0,2316.532079432703
28,344.0,2425.817086937401
29,407.0,2349.8364590140363
